UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
3732,_RARE_,L,302.3,311.1,1662,32.8,166,0,0,0,0,0,0
8937,_RARE_,L,297.2,308.3,1716,27.1,33,0,0,0,0,0,0
3130,_RARE_,L,300.2,309.2,1800,26.4,109,0,0,0,0,0,0
5232,_RARE_,M,303.9,313.2,1397,49.4,100,0,0,0,0,0,0
9275,_RARE_,L,298.3,308.7,1562,35.5,164,0,0,0,0,0,0
9949,_RARE_,L,298.4,308.1,1880,27.5,29,0,0,0,0,0,0
1989,_RARE_,L,298.0,307.4,1466,46.8,198,0,0,0,0,0,0
338,_RARE_,M,297.8,308.3,1362,46.1,156,0,0,0,0,0,0
1674,_RARE_,M,298.2,308.0,1626,34.7,160,0,0,0,0,0,0
7170,_RARE_,M,300.3,310.3,1447,45.8,226,0,0,0,0,0,0
7446,_RARE_,M,300.0,311.9,1613,37.7,0,0,0,0,0,0,0
8657,_RARE_,L,297.5,308.5,1359,50.4,6,0,0,0,0,0,0
5934,_RARE_,M,300.7,310.7,1638,31.7,144,0,0,0,0,0,0
113,_RARE_,L,298.3,308.6,1304,60.0,45,0,0,0,0,0,0
2309,_RARE_,M,299.2,308.4,1457,44.4,168,0,0,0,0,0,0
416,_RARE_,L,297.4,308.4,1519,41.8,166,0,0,0,0,0,0
9470,_RARE_,L,298.4,308.2,1460,45.2,124,0,0,0,0,0,0
2013,_RARE_,L,299.7,309.3,1676,30.8,43,0,0,0,0,0,0
9143,_RARE_,M,297.5,308.6,1334,51.5,17,0,0,0,0,0,0
5713,_RARE_,L,301.8,311.5,1420,44.0,75,0,0,0,0,0,0
9918,_RARE_,L,298.5,309.3,1802,27.2,45,0,0,0,0,0,0
6651,_RARE_,L,301.6,310.6,1491,40.1,37,0,0,0,0,0,0
2256,_RARE_,L,299.8,309.2,1545,35.1,207,0,0,0,0,0,0
4634,_RARE_,L,303.0,310.9,1515,37.8,119,0,0,0,0,0,0
3531,_RARE_,L,301.7,311.0,1351,45.3,42,0,0,0,0,0,0
8962,_RARE_,L,297.1,308.5,1354,46.2,170,0,0,0,0,0,0
8219,_RARE_,L,299.1,310.3,1512,36.5,119,0,0,0,0,0,0
7250,_RARE_,L,299.9,310.2,1402,66.2,88,1,0,0,1,0,0
6459,_RARE_,M,300.2,309.8,1483,51.9,94,0,0,0,0,0,0
4657,_RARE_,L,303.0,311.2,1433,54.0,185,0,0,0,0,0,0
8245,_RARE_,H,299.2,310.5,1450,49.4,21,0,0,0,0,0,0
1006,_RARE_,M,296.2,307.2,1225,59.9,81,0,0,0,0,0,0
9666,_RARE_,L,299.1,310.1,1436,47.3,65,0,0,0,0,0,0
4233,_RARE_,L,302.6,310.8,1509,44.4,32,0,0,0,0,0,0
2357,_RARE_,L,299.0,308.7,1419,45.1,141,0,0,0,0,0,0
1526,_RARE_,M,298.1,309.1,1460,38.5,175,0,0,0,0,0,0
6958,_RARE_,M,300.5,311.4,1488,44.5,111,0,0,0,0,0,0
1404,_RARE_,L,298.8,310.1,1703,31.7,136,0,0,0,0,0,0
6824,_RARE_,L,301.1,310.9,1561,36.8,4,0,0,0,0,0,0
2391,_RARE_,L,298.9,308.7,1499,36.3,64,0,0,0,0,0,0
1344,_RARE_,H,298.6,309.9,1564,46.6,105,0,0,0,0,0,0
4742,_RARE_,M,303.5,311.8,1352,56.8,47,0,0,1,0,0,0
9922,_RARE_,L,298.4,308.6,1430,42.8,114,0,0,0,0,0,0
35,_RARE_,L,298.8,308.6,1876,21.2,182,0,0,0,0,0,0
9799,_RARE_,L,299.1,310.5,1379,53.7,109,0,0,0,0,0,0
8307,_RARE_,M,298.2,309.5,2738,11.7,213,0,0,0,0,0,0
5894,_RARE_,M,301.6,310.9,1460,46.5,71,0,0,0,0,0,0
1127,_RARE_,M,297.2,308.0,1568,39.5,177,0,0,0,0,0,0
2958,_RARE_,L,300.5,309.5,1476,32.5,169,0,0,0,0,0,0
9096,_RARE_,L,297.3,308.4,1595,32.4,120,0,0,0,0,0,0
217,_RARE_,M,298.4,308.2,1441,41.7,18,0,0,0,0,0,0
2884,_RARE_,L,300.5,309.7,1925,22.4,212,0,0,0,0,0,0
4843,_RARE_,H,303.2,311.8,1504,36.3,78,0,0,0,0,0,0
4081,_RARE_,H,301.9,311.0,1564,39.5,147,0,0,0,0,0,0
4818,_RARE_,M,303.4,311.8,1609,35.6,152,0,0,0,0,0,0
9698,_RARE_,L,298.9,310.3,1557,46.5,99,0,0,0,0,0,0
6641,_RARE_,H,301.7,310.7,1555,31.5,2,0,0,0,0,0,0
5502,_RARE_,M,302.5,312.0,1438,41.6,209,0,0,0,0,0,0
227,_RARE_,H,297.9,307.2,1221,55.3,93,0,0,0,0,0,0
6973,_RARE_,L,300.7,311.2,1558,30.2,0,0,0,0,0,0,0
851,_RARE_,L,298.2,307.6,1355,53.8,110,0,0,0,0,0,0
6741,_RARE_,M,301.4,311.1,1608,36.6,164,0,0,0,0,0,0
3128,_RARE_,H,299.9,309.1,1387,41.4,223,0,0,0,0,0,0
8283,_RARE_,L,299.1,310.7,1660,27.8,68,0,0,0,0,0,0
7710,_RARE_,M,300.4,311.7,1755,25.7,159,0,0,0,0,0,0
9789,_RARE_,M,298.8,310.1,1365,52.1,33,0,0,0,0,0,0
4945,_RARE_,L,303.5,312.8,1911,20.5,14,0,0,0,0,0,0
6084,_RARE_,L,300.9,310.6,1530,40.0,43,0,0,0,0,0,0
5039,_RARE_,L,303.8,312.7,1304,48.7,120,0,0,0,0,0,0
9200,_RARE_,L,297.9,309.1,1527,36.3,16,0,0,0,0,0,0
9448,_RARE_,L,298.5,309.7,1462,44.1,208,1,0,0,0,1,0
8189,_RARE_,L,299.8,310.1,1339,57.4,181,0,0,0,0,0,0
2253,_RARE_,L,299.7,309.3,1619,37.3,36,0,0,0,0,0,0
5011,_RARE_,M,303.8,312.9,1689,35.9,2,0,0,0,0,0,0
1579,_RARE_,L,298.1,308.7,1619,30.8,81,0,0,0,0,0,0
2442,_RARE_,L,299.1,308.4,1473,47.0,86,0,0,0,0,0,0
5579,_RARE_,M,302.4,311.5,1312,41.4,27,0,0,0,0,0,0
1542,_RARE_,H,298.2,309.0,1437,44.7,173,0,0,0,0,0,0
6990,_RARE_,H,300.9,312.0,1480,35.7,105,0,0,0,0,0,0
7482,_RARE_,M,300.1,311.4,1412,49.7,205,0,0,0,0,0,0
1404,_RARE_,M,298.0,309.7,1554,44.7,189,0,0,0,0,0,0
4188,_RARE_,L,302.2,310.5,1451,53.9,171,0,0,0,0,0,0
4960,_RARE_,L,303.6,312.5,1458,40.7,49,0,0,0,0,0,0
459,_RARE_,L,297.5,308.7,1401,43.0,186,0,0,0,0,0,0
4368,_RARE_,H,301.6,309.5,1893,26.8,183,0,0,0,0,0,0
1008,_RARE_,L,296.2,306.8,1427,47.9,68,0,0,0,0,0,0
6086,_RARE_,L,300.8,310.8,1280,52.9,8,0,0,0,0,0,0
8015,_RARE_,L,300.9,312.0,1431,37.0,207,0,0,0,0,0,0
3631,_RARE_,M,299.9,311.7,1617,31.8,132,0,0,0,0,0,0
4511,_RARE_,L,302.2,310.8,1729,31.8,56,0,0,0,0,0,0
8880,_RARE_,L,297.6,309.2,1325,55.8,64,0,0,0,0,0,0
1564,_RARE_,L,298.1,309.1,1551,32.9,195,0,0,0,0,0,0
5727,_RARE_,L,301.8,311.0,1453,39.9,24,0,0,0,0,0,0
652,_RARE_,L,297.8,309.6,1530,41.6,129,0,0,0,0,0,0
1615,_RARE_,M,297.7,307.4,1509,46.9,138,0,0,0,0,0,0
2119,_RARE_,L,299.5,309.2,1472,49.4,37,0,0,0,0,0,0
3220,_RARE_,L,301.2,309.4,1510,40.1,217,0,0,0,0,0,0
6665,_RARE_,L,301.7,311.0,1404,45.5,28,0,0,0,0,0,0
4798,_RARE_,M,303.4,311.9,1450,38.2,135,0,0,0,0,0,0
8264,_RARE_,L,298.8,309.8,1970,17.0,175,0,0,0,0,0,0
3778,_RARE_,L,302.4,311.1,1347,42.4,198,0,0,0,0,0,0
7740,_RARE_,L,300.3,311.7,1415,51.7,207,0,0,0,0,0,0
2331,_RARE_,L,299.7,310.0,1618,34.7,95,0,0,0,0,0,0
8946,_RARE_,L,297.4,308.1,1595,35.9,24,0,0,0,0,0,0
3190,_RARE_,L,301.0,310.0,1380,46.8,50,0,0,0,0,0,0
9183,_RARE_,L,297.4,308.6,1656,31.2,165,0,0,0,0,0,0
5865,_RARE_,L,301.2,310.9,1462,45.8,121,0,0,0,0,0,0
9625,_RARE_,M,298.9,310.0,1460,36.6,112,0,0,0,0,0,0
810,_RARE_,M,296.0,306.6,1565,39.9,124,0,0,0,0,0,0
3418,_RARE_,L,301.8,310.5,1535,30.5,62,0,0,0,0,0,0
4572,_RARE_,L,303.0,311.1,1429,43.4,47,0,0,0,0,0,0
4565,_RARE_,M,302.3,310.4,1629,34.7,52,0,0,0,0,0,0
9149,_RARE_,M,297.8,308.9,1324,57.3,85,0,0,0,0,0,0
2254,_RARE_,L,299.4,309.2,1574,32.1,89,0,0,0,0,0,0
6268,_RARE_,L,301.2,310.9,1422,37.0,118,0,0,0,0,0,0
8136,_RARE_,M,299.7,310.9,1458,40.4,108,0,0,0,0,0,0
53,_RARE_,L,298.9,308.9,1451,45.5,155,0,0,0,0,0,0
8981,_RARE_,L,297.3,308.0,1560,35.7,119,0,0,0,0,0,0
1166,_RARE_,L,296.8,307.9,1557,35.4,199,0,0,0,0,0,0
4839,_RARE_,L,303.7,312.6,1447,50.7,132,0,0,0,0,0,0
1457,_RARE_,M,298.7,309.8,1783,26.8,52,0,0,0,0,0,0
4981,_RARE_,M,303.3,312.5,2156,19.3,202,0,0,0,0,0,0
8638,_RARE_,M,297.3,308.5,1444,42.6,143,0,0,0,0,0,0
4205,_RARE_,L,302.5,311.0,1282,62.9,179,0,0,1,0,0,0
2857,_RARE_,L,300.5,309.3,1412,43.6,193,0,0,0,0,0,0
4812,_RARE_,H,295.6,306.1,1557,34.8,94,0,0,0,0,0,0
4529,_RARE_,L,302.8,310.9,1585,30.0,57,0,0,0,0,0,0
1879,_RARE_,M,298.1,307.3,1812,21.4,198,0,0,0,0,0,0
6425,_RARE_,L,300.4,309.8,1560,36.4,190,0,0,0,0,0,0
4061,_RARE_,M,301.9,310.9,1361,47.7,102,1,0,1,0,0,0
5557,_RARE_,M,302.5,311.9,1386,50.5,172,0,0,0,0,0,0
8457,_RARE_,M,298.6,310.1,1573,30.2,34,0,0,0,0,0,0
4762,_RARE_,L,303.7,312.7,1448,40.1,162,0,0,0,0,0,0
576,_RARE_,M,297.5,309.4,1528,36.5,114,0,0,0,0,0,0
2996,_RARE_,L,300.5,309.4,1422,45.2,210,0,0,0,0,0,0
4542,_RARE_,L,302.8,311.0,1406,59.8,36,0,0,0,0,0,0
3639,_RARE_,M,302.2,311.5,1598,36.2,193,0,0,0,0,0,0
6272,_RARE_,L,301.6,310.6,1403,38.4,88,0,0,0,0,0,0
2302,_RARE_,L,299.2,308.3,1314,67.6,73,1,0,0,1,1,0
1315,_RARE_,L,298.7,309.8,1378,45.1,30,0,0,0,0,0,0
236,_RARE_,M,298.4,308.1,1693,26.0,66,0,0,0,0,0,0
9965,_RARE_,M,298.6,308.3,1400,46.6,79,0,0,0,0,0,0
2257,_RARE_,H,299.1,308.5,1405,45.8,171,0,0,0,0,0,0
6171,_RARE_,H,301.0,311.1,1590,35.2,119,0,0,0,0,0,0
7756,_RARE_,L,300.7,311.7,1659,31.2,7,0,0,0,0,0,0
963,_RARE_,L,295.9,306.2,1566,30.4,73,0,0,0,0,0,0
2631,_RARE_,L,299.4,309.1,1989,20.4,83,0,0,0,0,0,0
2638,_RARE_,L,299.8,309.6,1412,60.7,186,0,0,0,0,0,0
2039,_RARE_,M,299.2,308.9,1705,29.1,137,0,0,0,0,0,0
5867,_RARE_,L,301.5,311.1,1477,39.6,177,0,0,0,0,0,0
6317,_RARE_,L,300.1,309.7,1393,44.7,104,0,0,0,0,0,0
482,_RARE_,L,297.4,308.4,1617,32.6,127,0,0,0,0,0,0
5844,_RARE_,H,301.3,311.1,1396,45.6,76,0,0,0,0,0,0
8975,_RARE_,M,297.1,308.6,1663,31.9,196,0,0,0,0,0,0
8993,_RARE_,M,297.1,308.3,1404,39.4,169,0,0,0,0,0,0
7853,_RARE_,L,300.3,311.4,1225,61.1,171,0,0,0,0,0,0
1349,_RARE_,H,299.0,310.2,1656,31.2,6,0,0,0,0,0,0
4509,_RARE_,M,302.3,310.5,1545,37.3,108,0,0,0,0,0,0
8137,_RARE_,L,300.3,311.8,1433,47.5,104,0,0,0,0,0,0
8736,_RARE_,L,297.6,308.6,1377,61.4,12,0,0,0,0,0,0
5938,_RARE_,M,300.9,310.6,1360,67.2,87,0,0,0,0,0,0
6648,_RARE_,L,301.7,310.9,1409,48.3,55,0,0,0,0,0,0
1027,_RARE_,L,296.2,307.2,1538,45.5,150,0,0,0,0,0,0
8761,_RARE_,L,297.2,308.5,1680,21.5,48,0,0,0,0,0,0
6582,_RARE_,H,301.3,310.8,1643,35.4,42,0,0,0,0,0,0
5825,_RARE_,M,301.4,311.1,1595,33.6,229,0,0,0,0,0,0
2282,_RARE_,H,299.7,309.3,1632,32.2,59,0,0,0,0,0,0
4743,_RARE_,L,303.6,312.4,1607,39.2,126,0,0,0,0,0,0
3724,_RARE_,L,302.3,310.7,1628,31.8,145,0,0,0,0,0,0
6911,_RARE_,M,300.8,311.1,1514,38.0,50,0,0,0,0,0,0
9541,_RARE_,L,299.5,310.8,1477,39.4,154,0,0,0,0,0,0
3216,_RARE_,L,300.8,309.6,1557,34.8,99,0,0,0,0,0,0
3790,_RARE_,M,302.3,311.7,1540,37.9,38,0,0,0,0,0,0
8289,_RARE_,L,299.1,310.3,1546,38.8,129,0,0,0,0,0,0
366,_RARE_,M,297.6,308.2,1468,51.4,163,0,0,0,0,0,0
6302,_RARE_,L,300.2,309.8,1625,36.9,128,0,0,0,0,0,0
4644,_RARE_,L,302.9,311.5,1623,34.3,109,0,0,0,0,0,0
3811,_RARE_,L,302.2,310.8,1554,40.7,66,0,0,0,0,0,0
7310,_RARE_,M,299.5,310.6,1503,40.7,27,0,0,0,0,0,0
4597,_RARE_,L,303.1,311.3,1576,31.4,121,1,0,1,0,0,0
1837,_RARE_,L,298.2,308.1,1497,32.4,94,0,0,0,0,0,0
4833,_RARE_,L,303.4,312.2,1811,24.2,71,0,0,0,0,0,0
8971,_RARE_,L,297.4,308.3,1596,35.8,4,0,0,0,0,0,0
2828,_RARE_,L,300.7,309.5,1882,21.9,127,0,0,0,0,0,0
7937,_RARE_,L,300.8,312.2,1493,39.8,161,0,0,0,0,0,0
6348,_RARE_,L,300.0,309.4,1389,51.9,124,0,0,0,0,0,0
591,_RARE_,L,297.7,309.7,1416,52.6,44,0,0,0,0,0,0
1310,_RARE_,L,298.7,310.1,1460,47.8,2,0,0,0,0,0,0
3169,_RARE_,M,300.3,309.8,1354,53.4,142,0,0,0,0,0,0
2327,_RARE_,L,299.5,308.7,1401,64.7,119,0,0,0,0,0,0
1276,_RARE_,L,297.8,308.3,1377,59.8,53,0,0,0,0,0,0
7983,_RARE_,M,300.7,312.1,1281,56.2,216,0,0,0,0,0,0
5278,_RARE_,M,303.9,312.7,1481,38.7,152,0,0,0,0,0,0
4375,_RARE_,L,301.8,309.9,1449,42.4,106,0,0,0,0,0,0
9971,_RARE_,H,298.9,309.1,1597,35.8,10,0,0,0,0,0,0
4865,_RARE_,L,303.6,312.5,1624,32.0,2,0,0,0,0,0,0
1210,_RARE_,H,298.5,308.6,1621,39.2,140,0,0,0,0,0,0
8490,_RARE_,L,298.9,310.1,1351,68.3,57,1,0,0,1,1,0
5467,_RARE_,L,303.0,312.5,1685,30.5,150,0,0,0,0,0,0
9605,_RARE_,L,298.9,310.2,1503,39.2,159,0,0,0,0,0,0
161,_RARE_,M,298.2,308.6,1526,55.2,120,0,0,0,0,0,0
184,_RARE_,L,298.8,308.6,1500,45.0,3,0,0,0,0,0,0
6518,_RARE_,L,301.5,310.6,1281,51.8,18,0,0,0,0,0,0
6393,_RARE_,M,300.8,309.8,1685,30.9,126,0,0,0,0,0,0
8501,_RARE_,H,297.4,308.1,1356,49.4,167,0,0,0,0,0,0
8696,_RARE_,H,297.4,308.2,1324,52.6,156,0,0,0,0,0,0
1735,_RARE_,L,298.3,307.8,1680,32.8,180,0,0,0,0,0,0
8903,_RARE_,L,297.5,308.5,1588,35.6,0,0,0,0,0,0,0
8646,_RARE_,M,297.3,308.2,1355,50.1,66,0,0,0,0,0,0
6622,_RARE_,L,301.7,310.7,1423,46.6,65,0,0,0,0,0,0
5436,_RARE_,L,302.6,312.3,1793,26.8,162,0,0,0,0,0,0
5896,_RARE_,L,301.2,311.0,1616,32.7,32,0,0,0,0,0,0
5013,_RARE_,H,303.9,313.1,2219,13.9,92,0,0,0,0,0,0
1364,_RARE_,M,298.6,310.1,1674,33.5,9,0,0,0,0,0,0
8076,_RARE_,H,300.8,311.9,1461,39.7,29,0,0,0,0,0,0
5116,_RARE_,M,304.2,313.4,1596,34.2,170,0,0,0,0,0,0
3873,_RARE_,H,302.7,311.0,1532,40.7,33,0,0,0,0,0,0
2957,_RARE_,L,300.6,309.5,1528,34.6,79,0,0,0,0,0,0
5486,_RARE_,M,303.1,312.5,1647,32.9,78,0,0,0,0,0,0
5846,_RARE_,H,301.5,311.1,1591,34.0,108,0,0,0,0,0,0
2174,_RARE_,L,299.3,309.0,1293,57.1,155,0,0,0,0,0,0
8470,_RARE_,M,298.4,309.3,1337,50.5,123,0,0,0,0,0,0
9604,_RARE_,L,298.8,310.0,1889,25.5,53,0,0,0,0,0,0
7267,_RARE_,L,299.8,309.8,1402,51.6,38,0,0,0,0,0,0
6784,_RARE_,L,301.5,310.7,1431,44.8,1,0,0,0,0,0,0
5178,_RARE_,M,304.3,313.5,1407,47.5,78,0,0,0,0,0,0
5806,_RARE_,M,301.3,311.0,1417,45.0,161,0,0,0,0,0,0
2176,_RARE_,H,299.5,309.1,1868,21.5,70,0,0,0,0,0,0
5241,_RARE_,L,303.5,312.9,1465,41.1,66,0,0,0,0,0,0
2504,_RARE_,L,299.1,308.6,1745,23.4,130,0,0,0,0,0,0
9503,_RARE_,L,299.3,310.5,1525,34.2,9,0,0,0,0,0,0
257,_RARE_,L,298.0,308.0,1389,53.7,73,0,0,0,0,0,0
1720,_RARE_,L,298.1,307.9,1650,29.9,66,0,0,0,0,0,0
3422,_RARE_,H,301.4,310.7,1760,26.5,33,0,0,0,0,0,0
7783,_RARE_,L,300.4,311.6,1538,31.6,58,0,0,0,0,0,0
4179,_RARE_,M,301.6,310.4,1465,40.3,31,0,0,0,0,0,0
3355,_RARE_,M,301.8,310.8,1600,31.7,127,0,0,0,0,0,0
7769,_RARE_,L,300.2,311.6,1715,32.5,190,0,0,0,0,0,0
6128,_RARE_,H,300.8,310.9,1685,27.1,10,0,0,0,0,0,0
276,_RARE_,L,298.4,308.5,1780,24.0,155,0,0,0,0,0,0
5548,_RARE_,L,302.5,312.0,1498,36.7,27,0,0,0,0,0,0
7502,_RARE_,M,300.3,311.2,1352,42.3,32,0,0,0,0,0,0
1270,_RARE_,M,296.9,308.4,1601,31.4,87,0,0,0,0,0,0
1539,_RARE_,H,298.2,309.0,1411,45.1,66,0,0,0,0,0,0
8358,_RARE_,L,298.9,310.1,1728,34.0,147,0,0,0,0,0,0
3902,_RARE_,L,302.2,311.1,1572,35.1,178,0,0,0,0,0,0
4420,_RARE_,L,302.5,310.1,1549,43.7,77,0,0,0,0,0,0
9249,_RARE_,M,298.1,308.9,1609,41.3,171,0,0,0,0,0,0
5521,_RARE_,M,302.3,312.4,1578,36.8,114,0,0,0,0,0,0
5693,_RARE_,L,303.0,312.2,1417,40.4,136,0,0,0,0,0,0
5578,_RARE_,L,302.2,311.4,1442,47.5,76,0,0,0,0,0,0
4310,_RARE_,M,302.3,310.1,1778,26.8,177,0,0,0,0,0,0
1459,_RARE_,L,299.1,310.2,1623,33.6,175,0,0,0,0,0,0
4257,_RARE_,H,302.0,310.8,1383,41.8,185,0,0,0,0,0,0
7017,_RARE_,L,300.7,310.6,1539,38.7,114,0,0,0,0,0,0
314,_RARE_,M,297.5,308.4,1424,53.0,29,0,0,0,0,0,0
6597,_RARE_,L,301.5,310.5,1510,36.2,185,0,0,0,0,0,0
8603,_RARE_,M,297.6,308.6,1600,42.5,119,0,0,0,0,0,0
819,_RARE_,L,296.9,307.3,1526,38.0,209,0,0,0,0,0,0
6265,_RARE_,M,300.9,311.0,1325,71.6,159,0,0,0,0,0,0
6646,_RARE_,M,301.4,310.7,1347,69.9,215,1,0,0,0,0,0
2059,_RARE_,L,299.6,309.3,1512,44.1,125,0,0,0,0,0,0
401,_RARE_,L,297.5,308.6,2427,11.4,164,0,0,0,0,0,0
8187,_RARE_,L,300.0,311.6,1397,46.1,177,0,0,0,0,0,0
6056,_RARE_,L,300.9,311.2,1428,46.2,178,0,0,0,0,0,0
7243,_RARE_,M,299.8,310.0,1432,47.0,24,0,0,0,0,0,0
1719,_RARE_,L,298.3,307.8,1429,42.5,109,0,0,0,0,0,0
6342,_RARE_,L,300.2,310.0,1494,46.0,79,0,0,0,0,0,0
7703,_RARE_,M,300.8,311.7,1388,46.7,210,0,0,0,0,0,0
7191,_RARE_,L,300.2,310.3,1482,46.7,71,0,0,0,0,0,0
3074,_RARE_,H,300.2,309.7,1466,43.6,110,0,0,0,0,0,0
5430,_RARE_,M,302.7,312.2,1379,48.0,35,0,0,0,0,0,0
9911,_RARE_,L,298.4,309.2,1759,26.7,185,0,0,0,0,0,0
3168,_RARE_,M,300.4,309.7,1796,28.0,72,0,0,0,0,0,0
690,_RARE_,L,297.5,309.3,1428,40.9,139,0,0,0,0,0,0
982,_RARE_,L,295.8,306.5,1534,34.7,197,0,0,0,0,0,0
4837,_RARE_,H,303.7,312.4,1685,30.4,122,0,0,0,0,0,0
7657,_RARE_,M,300.6,311.8,1453,41.8,200,0,0,0,0,0,0
8877,_RARE_,L,298.0,308.9,1567,38.9,142,0,0,0,0,0,0
5128,_RARE_,H,304.0,313.2,1481,40.0,204,0,0,0,0,0,0
5092,_RARE_,L,303.9,313.0,1609,39.3,143,0,0,0,0,0,0
8177,_RARE_,L,299.8,311.3,1335,56.2,86,0,0,0,0,0,0
8928,_RARE_,L,297.3,308.3,1466,35.4,29,0,0,0,0,0,0
5521,_RARE_,L,302.3,312.0,1638,27.9,119,0,0,0,0,0,0
4153,_RARE_,H,302.2,310.1,1657,32.5,100,0,0,0,0,0,0
5494,_RARE_,L,302.7,312.1,1479,54.9,9,0,0,0,0,0,0
9114,_RARE_,L,297.7,308.6,1479,38.0,59,0,0,0,0,0,0
9242,_RARE_,H,297.9,308.3,1583,34.7,5,0,0,0,0,0,0
6012,_RARE_,L,301.1,310.8,1554,39.3,6,0,0,0,0,0,0
6183,_RARE_,M,301.0,311.3,1935,22.6,188,0,0,0,0,0,0
8010,_RARE_,M,300.2,311.3,2321,13.4,146,0,0,0,0,0,0
894,_RARE_,M,296.0,306.6,1424,48.6,185,0,0,0,0,0,0
4976,_RARE_,L,303.5,312.2,1632,34.8,81,0,0,0,0,0,0
8719,_RARE_,M,297.2,308.6,1485,40.5,56,0,0,0,0,0,0
3694,_RARE_,M,302.3,310.9,1508,40.6,87,0,0,0,0,0,0
2889,_RARE_,L,300.8,309.6,1737,26.3,133,0,0,0,0,0,0
4547,_RARE_,M,302.6,310.5,1899,21.8,79,0,0,0,0,0,0
2192,_RARE_,L,299.3,309.0,1706,28.4,179,0,0,0,0,0,0
8605,_RARE_,L,297.5,308.5,1353,42.1,63,0,0,0,0,0,0
8414,_RARE_,L,298.9,309.8,1511,38.2,189,0,0,0,0,0,0
2678,_RARE_,L,300.3,309.3,1435,48.9,137,0,0,0,0,0,0
2894,_RARE_,L,300.8,309.5,1421,40.9,19,0,0,0,0,0,0
4487,_RARE_,L,302.6,310.4,1754,29.9,206,0,0,0,0,0,0
1209,_RARE_,L,297.4,309.4,1408,43.4,139,0,0,0,0,0,0
663,_RARE_,M,297.6,309.2,1583,33.4,35,0,0,0,0,0,0
5933,_RARE_,L,300.3,311.0,1543,44.5,162,0,0,0,0,0,0
2909,_RARE_,L,300.6,309.5,1524,38.3,181,0,0,0,0,0,0
5708,_RARE_,L,302.2,311.5,1393,46.3,57,0,0,0,0,0,0
3012,_RARE_,M,300.5,309.0,1378,51.0,12,0,0,0,0,0,0
8622,_RARE_,M,297.1,308.4,1466,35.6,87,0,0,0,0,0,0
5786,_RARE_,H,302.2,311.6,1343,49.1,6,0,0,0,0,0,0
248,_RARE_,H,297.9,308.1,1524,37.2,183,0,0,0,0,0,0
5876,_RARE_,L,301.4,311.2,1583,33.4,228,0,0,0,0,0,0
8526,_RARE_,L,298.1,308.7,1713,34.3,51,0,0,0,0,0,0
4023,_RARE_,L,302.2,311.4,1478,39.6,189,0,0,0,0,0,0
1622,_RARE_,M,297.8,307.5,1498,39.0,207,0,0,0,0,0,0
444,_RARE_,L,297.3,308.7,1354,54.9,138,0,0,0,0,0,0
9336,_RARE_,L,298.1,308.6,1334,60.9,79,0,0,0,0,0,0
1121,_RARE_,H,297.2,308.3,1304,49.6,134,0,0,0,0,0,0
3647,_RARE_,M,302.0,310.8,1567,34.3,146,0,0,0,0,0,0
2340,_RARE_,H,299.3,308.5,1551,32.7,68,0,0,0,0,0,0
5789,_RARE_,L,302.2,311.7,1342,48.3,202,0,0,0,0,0,0
7577,_RARE_,L,300.2,311.1,1711,26.0,211,0,0,0,0,0,0
8787,_RARE_,L,297.3,308.8,1356,50.5,168,0,0,0,0,0,0
488,_RARE_,L,297.3,308.4,1416,48.6,79,0,0,0,0,0,0
9931,_RARE_,L,298.6,308.2,1612,26.8,81,0,0,0,0,0,0
1500,_RARE_,L,298.3,309.0,1343,50.1,194,0,0,0,0,0,0
2999,_RARE_,M,300.2,309.2,1323,56.6,77,0,0,0,0,0,0
8022,_RARE_,L,300.4,311.5,1379,48.9,177,0,0,0,0,0,0
1478,_RARE_,M,298.8,309.8,1519,47.5,151,0,0,0,0,0,0
8247,_RARE_,L,299.1,310.5,1470,40.9,23,0,0,0,0,0,0
361,_RARE_,H,297.5,307.9,1444,34.3,166,0,0,0,0,0,0
3609,_RARE_,L,302.2,311.4,1441,51.9,166,0,0,0,0,0,0
5771,_RARE_,L,302.1,311.7,1384,50.8,192,0,0,0,0,0,0
7474,_RARE_,L,300.1,311.4,1342,48.6,31,0,0,0,0,0,0
9426,_RARE_,L,298.1,308.9,1384,50.1,85,0,0,0,0,0,0
8800,_RARE_,L,297.9,308.9,1832,22.1,122,0,0,0,0,0,0
3370,_RARE_,L,301.4,310.3,2264,16.6,114,0,0,0,0,0,0
5046,_RARE_,L,304.3,313.6,1590,35.2,95,0,0,0,0,0,0
6373,_RARE_,L,300.7,309.6,1487,39.0,142,0,0,0,0,0,0
884,_RARE_,L,296.3,307.2,1486,42.8,87,0,0,0,0,0,0
5733,_RARE_,M,302.2,312.0,1276,59.2,30,0,0,0,0,0,0
9582,_RARE_,L,299.3,310.8,1467,44.4,199,0,0,0,0,0,0
1998,_RARE_,L,298.8,308.6,1564,41.2,200,0,0,0,0,0,0
7282,_RARE_,L,300.0,310.5,1642,34.7,159,0,0,0,0,0,0
1135,_RARE_,M,296.9,307.5,1443,55.4,199,0,0,0,0,0,0
1845,_RARE_,M,298.1,307.7,1362,49.1,94,0,0,0,0,0,0
4075,_RARE_,M,302.0,311.1,1659,29.1,174,0,0,0,0,0,0
